enemy_type_id	enemy_name	base_difficulty	spawn_generator_tags	habitat_tags	rarity	can_be_quest_target	quest_rank	is_nocturnal	faction	max_hp	attack	defense	speed	accuracy	evasion	crit_rate	crit_damage	luck	element	element_resistances	strength	vitality	agility	dexterity	intelligence	spirit	sense	charm	gathering	investigation	stealth	trap_disarm	fishing	appraisal	cooking	repair	smithing	alchemy	negotiation	speech	medical	equipped_weapon	equipped_armor	equipped_accessory	equipped_right_hand	equipped_left_hand	equipped_head	equipped_body	equipped_hands	equipped_waist	equipped_feet	equipped_accessory_1	equipped_accessory_2	equipped_accessory_3	equipped_accessory_4	initial_inventory_items	drop_inventory_on_death	drop_equipped_items_on_death	death_inventory_drop_radius	attacked_by_player_behavior_path	override_combat_style	combat_style	override_move_style	move_style	talk_display_name	talk_greeting_text	talk_portrait_path	unit_roles	friendliness	disable_hunger_decay	auto_eat_food_when_hungry	auto_generate_food_when_hungry	auto_generated_food_item_id	can_offer_request	can_trade	can_receive_order	extra_interact_actions	can_generate_shop_inventory	shop_min_items	shop_max_items	request_description	request_accept_text	request_decline_text	random_talk_texts	animation_profile_path	sprite_scale_x	sprite_scale_y	idle_right_frames	walk_right_frames	idle_left_frames	walk_left_frames	idle_down_frames	walk_down_frames	idle_up_frames	walk_up_frames
carrot_1	carrot_1	3	SAND|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	carrot 難易度3	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/carrot1_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
carrot_2	carrot_2	3	SAND|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	carrot 難易度3	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/carrot2_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
carrot_3	carrot_3	3	SAND|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	carrot 難易度3	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/carrot3_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
carrot_4	carrot_4	3	SAND|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	carrot 難易度3	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/carrot4_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
drop_1	drop_1	5	SAND|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	drop 難易度5	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/drop1_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
drop_2	drop_2	5	SAND|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	drop 難易度5	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/drop2_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
drop_3	drop_3	5	SAND|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	drop_3 難易度5	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/drop3_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
drop_4	drop_4	5	SAND|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	drop_4 難易度5	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/drop4_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
ghost_1	ghost_1	1	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	ghost_1 難易度1	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/ghost1_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
ghost_2	ghost_2	1	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	ghost_2 難易度1	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/ghost2_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
ghost_3	ghost_3	1	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	ghost_3 難易度1	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/ghost3_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
ghost_4	ghost_4	1	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	ghost_4 難易度1	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/ghost4_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
madhand_1	madhand_1	2	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	madhand_1 難易度2	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/madhand1_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
madhand_2	madhand_2	2	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	madhand_2 難易度2	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/madhand2_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
madhand_3	madhand_3	2	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	madhand_3 難易度2	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/madhand3_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
madhand_4	madhand_4	2	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	madhand_4 難易度2	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/madhand4_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
slime_1	slime_1	3	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	slime_1 難易度3	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/slime2_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
slime_2	slime_2	3	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	slime_2 難易度3	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/slime2_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
slime_3	slime_3	3	GRASS|NATURAL		1	true	1	false	ENEMY	8	2	0	130.0	0.95	0.05	0.05	1.5	0	neutral	neutral=1.0	10	10	10	10	10	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0																true	true	5		false	1	false	1	slime_3 難易度3	……		0	-100	true	false	false	apple	false	false	false		false	3	6	こちらの頼みを聞くつもりか？	いい度胸だ。	賢明な判断かもしれんな。	……。|こちらを見るな。|近づきすぎるな。	res://data/unit/animation_profiles/enemy/slime3_animation_profile.tres	1.0	1.0	res://assets/bat.png	res://assets/bat_right_1.png|res://assets/bat_right_2.png	res://assets/bat.png	res://assets/bat_left_1.png|res://assets/bat_left_2.png	res://assets/bat.png	res://assets/bat_back_1.png|res://assets/bat_back_2.png	res://assets/bat.png	res://assets/bat.png|res://assets/bat.png
